x,y,z,Ni,Nj,Nk
20.0,0.0,100.0,-1.0,-0.0,0.0
19.01134978775566,6.210360637483376,100.05025125628141,-0.9505674893877829,-0.3105180318741688,0.0
16.14314207523971,11.806733838730567,100.10050251256281,-0.8071571037619854,-0.5903366919365284,0.0
11.678942278826126,16.235834048420415,100.15075376884423,-0.5839471139413063,-0.8117917024210207,0.0
6.060103606137455,19.059778180316783,100.20100502512562,-0.30300518030687273,-0.9529889090158392,0.0
-0.1578673381942662,19.999376937883127,100.25125628140704,0.00789336690971331,-0.9999688468941563,0.0
-6.3602307247847625,18.961736870010192,100.30150753768844,0.3180115362392381,-0.9480868435005096,0.0
-11.933789765777119,16.04944428403156,100.35175879396985,0.5966894882888559,-0.802472214201578,0.0
-16.32751442828798,11.550423048271771,100.40201005025126,0.8163757214143991,-0.5775211524135886,0.0
-19.107019030303896,5.909468992693401,100.45226130653266,0.9553509515151948,-0.29547344963467004,0.0
-19.997507790353147,-0.31572484027274034,100.50251256281408,0.9998753895176573,0.015786242013637018,0.0
-18.91094251827334,-6.509704530204237,100.55276381909547,0.9455471259136671,0.32548522651021183,0.0
-15.95474651275039,-12.060102143592285,100.60301507537689,0.7977373256375195,0.6030051071796143,0.0
-11.421184154613899,-16.418177502585248,100.65326633165829,0.571059207730695,0.8209088751292625,0.0
-5.758466182623333,-19.15306939431859,100.7035175879397,0.28792330913116665,0.9576534697159295,0.0
0.47356267073247715,-19.99439267386956,100.7537688442211,-0.023678133536623857,0.9997196336934779,0.0
6.6587727405952215,-18.85896989734874,100.80402010050251,-0.3329386370297611,0.9429484948674371,0.0
12.185663102130333,-15.859054661655572,100.85427135678393,-0.6092831551065166,0.7929527330827786,0.0
16.507817622439525,-11.291233650238361,100.90452261306532,-0.8253908811219762,0.5645616825119181,0.0
19.19792640313714,-5.607104584340287,100.95477386934674,-0.959896320156857,0.28035522921701433,0.0
19.990031782523477,0.6313709952962128,101.00502512562814,-0.9995015891261738,-0.03156854976481064,0.0
18.80582224545351,6.807426068082261,101.05527638190955,-0.9402911122726755,-0.34037130340411303,0.0
15.762374692943844,12.310464818163586,101.10552763819095,-0.7881187346471922,-0.6155232409081794,0.0
11.1605796318688,16.59642920271452,101.15577889447236,-0.5580289815934399,-0.829821460135726,0.0
